Keypoints,Class
"[[0.41212833 0.79786396 0.6865628 ]
 [0.4189724  0.8233189  0.57049304]
 [0.4194423  0.82662624 0.5789249 ]
 [0.3566731  0.865185   0.8629849 ]
 [0.35514683 0.8694756  0.85718495]
 [0.30566382 0.80466044 0.80900174]
 [0.32402182 0.81668895 0.6405438 ]
 [0.5254927  0.8162142  0.7863035 ]
 [0.55220574 0.82909846 0.9453374 ]
 [0.6664204  0.8543445  0.6594844 ]
 [0.7504301  0.8743841  0.818174  ]
 [0.37550202 0.46754387 0.7612671 ]
 [0.37763417 0.4626533  0.88926214]
 [0.667316   0.46367633 0.5951336 ]
 [0.7216525  0.45397922 0.7539726 ]
 [0.6727555  0.17496687 0.79092735]
 [0.7242643  0.11915255 0.85668594]]"
"[[0.42615503 0.7381325  0.66730547]
 [0.43212134 0.7666952  0.5735756 ]
 [0.43277597 0.7641371  0.5761512 ]
 [0.3768701  0.8073987  0.69318676]
 [0.37352544 0.8095948  0.7495533 ]
 [0.3280756  0.76062834 0.7661449 ]
 [0.3321817  0.74741143 0.72892237]
 [0.551297   0.77679974 0.7670336 ]
 [0.5654147  0.77559763 0.92322844]
 [0.7188759  0.83575547 0.6895224 ]
 [0.7736882  0.8388401  0.8202388 ]
 [0.39220992 0.42457443 0.83403075]
 [0.39339504 0.4161674  0.90646666]
 [0.7119808  0.4555203  0.756827  ]
 [0.75883293 0.45774892 0.90963596]
 [0.70307994 0.19514923 0.8166503 ]
 [0.75823885 0.13509697 0.7236483 ]]"
"[[0.43857017 0.81348455 0.57597923]
 [0.44154406 0.8379562  0.7356401 ]
 [0.4448499  0.839524   0.547471  ]
 [0.38467523 0.874658   0.6858909 ]
 [0.3821958  0.8779367  0.5887092 ]
 [0.3069581  0.8139938  0.63041985]
 [0.33257937 0.79960096 0.641911  ]
 [0.5389459  0.8285977  0.7669773 ]
 [0.5601885  0.82845557 0.91175276]
 [0.7198584  0.8584329  0.639825  ]
 [0.77473295 0.86355    0.8935263 ]
 [0.41414145 0.45744583 0.72757435]
 [0.41317892 0.4445214  0.8347688 ]
 [0.71900564 0.45849037 0.7955971 ]
 [0.763655   0.4572245  0.84461343]
 [0.69561523 0.16155277 0.8881173 ]
 [0.7414474  0.12780695 0.90306264]]"
"[[0.43805262 0.78481686 0.63977826]
 [0.446746   0.81017715 0.64853454]
 [0.44717175 0.8115403  0.6467258 ]
 [0.39676332 0.8569277  0.7809129 ]
 [0.39337415 0.8576667  0.7565638 ]
 [0.3311484  0.81763107 0.63840014]
 [0.34681973 0.8097124  0.8086661 ]
 [0.52859026 0.82597196 0.62650764]
 [0.5718248  0.8242745  0.93719363]
 [0.68469435 0.86129624 0.7741605 ]
 [0.7627302  0.87683994 0.728406  ]
 [0.39505994 0.44736907 0.80606526]
 [0.4051604  0.4467856  0.89638436]
 [0.6813125  0.44048846 0.802146  ]
 [0.72497034 0.43608937 0.8524162 ]
